Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,
63.02.02.2008,,,,,,,,,4,Sepagar,,,,,
63.02.02.2009,,,,,,,,,5,Semaras,,,,,
,,,,,,,,,,Semisir,,,"Menjadi wil. Kec. Pulau Laut Tengah, Perda No. 10/2003",,
,,,,,,,,,,Teluktamiyang,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
63.02.02.2012,,,,,,,,,6,Terangkeh,,,,,
,,,,,,,,,,Kampung Baru,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
,,,,,,,,,,Tanjungsungkai,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
63.02.02.2015,,,,,,,,,7,Gemuruh,,,,,
,,,,,,,,,,Tata Mekar,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
63.02.02.2017,,,,,,,,,8,Tapian Balai,,,,,
63.02.02.2018,,,,,,,,,9,Lontar Utara,,,,,
,,,,,,,,,,Bandar Raya,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
,,,,,,,,,,Bangun Rejo,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
63.02.02.2021,,,,,,10,Sumber Sari,,,,,,,,
63.02.02.2022,,,,,,11,Subur Makmur,,,,,,,,
63.02.03,,,3,Pulaulaut Selatan,-,,8,,,,,,,,
,,,,,,,Pulau Kerayaan,,,"Menjadi wil. Kec. Pulau Laut Kepulauan, Perda No. 5/2006",,,,,
,,,,,,,Pulau Kerasian,,,"Menjadi wil. Kec. Pulau Laut Kepulauan, Perda No. 5/2006",,,,,
,,,,,,,Pulau Kerumputan,,,"Menjadi wil. Kec. Pulau Laut Kepulauan, Perda No. 5/2006",,,,,
,,,,,,,Teluk Kemuning,,,"Menjadi wil. Kec. Pulau Laut Kepulauan, Perda No. 5/2006",,,,,
,,,,,,,Teluk Aru,,,"Menjadi wil. Kec. Pulau Laut Kepulauan, Perda No. 5/2006",,,,,
63.02.03.2006,,,,,,1,Teluk Sirih,,,Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan,,,,,
,,,,,,,,,,"dan Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama",,,,,
,,,,,,,,,,Desa Kab. Kotabaru Tgl.24 Maret 2016,,,,,
63.02.03.2007,,,,,,2,Sungai Bahim,,,Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan,,,,,
,,,,,,,,,,"dan Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama",,,,,
,,,,,,,,,,Desa Kab. Kotabaru Tgl.24 Maret 2016,,,,,
63.02.03.2008,,,,,,3,Tanjung Seloka,,,Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan,,,,,
